name,address,lat,lon,rating,ratings_count,reviews_count,description,rubrics,schedule,category
"Apple Resort, комплекс","ПК Горный Гигант территория, 2920а",43.232951,77.013515,4.7,789,637,,"Банкетные залы, Конференц-залы, Базы отдыха","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Sulu Tau Resort, комплекс отдыха","Кайрат улица, 1а/2",43.160628,76.580836,4.8,615,108,,"Базы отдыха, Аренда беседок","{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",турбаза
"E`den, база отдыха","Маралды улица, 24/1",43.028154,76.60716,4.5,266,129,,"Базы отдыха, Банкетные залы, Бани и сауны","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Этно-аул Гунны, этническая база отдыха","улица Солдатское ущелье, 5",43.273703,77.331166,4.6,226,89,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '18:00'}]}}",турбаза
"Марал-Сай, высокогорная база отдыха","улица Маралсай, 282",43.245352,77.193672,4.7,156,52,,"Базы отдыха, Аренда беседок, Аренда спортивных площадок, Конференц-залы, Детские лагеря","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Фазенда 999, база отдыха","8-я линия, 1",43.517781,77.099806,4.8,755,372,,"Базы отдыха, Рыболовные центры, Аренда беседок, Рыбные хозяйства","{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",турбаза
"Alma Resort, зона отдыха","проспект Абылай хана, 22г",43.209374,76.582615,4.5,461,171,,"Базы отдыха, Банкетные залы","{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",турбаза
"Пик Талгар, эко-деревня","Звёздная улица, 34г",43.319691,77.279535,5,50,28,,"Базы отдыха, Бани и сауны","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Qazaq Garden Eco-hotel, гостевой сад","Оспанова улица, 85/78",43.198831,76.960309,5,341,178,,"Базы отдыха, Гостиницы, Кемпинги","{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",турбаза
"Березовая роща, зона отдыха","улица Бейсеуова, 200/1",43.18258,77.085293,4.3,102,15,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",турбаза
"Мерей, база отдыха","улица Северное побережье, 8",43.900772,77.134775,4.7,406,259,,"Базы отдыха, Рыболовные центры","{'Fri': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}}",турбаза
"Adalet Resort, база отдыха","улица Иштвана Коныра, 115/1",43.26627,77.017845,4.6,314,114,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Umbra village, база отдыха","СО Сады Алатау, 30",43.280564,77.26989,4.9,173,61,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}}",турбаза
"Тан, зона отдыха","Верхняя Каскеленская трасса, 77",43.157622,76.613477,4.7,212,57,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",турбаза
"Terminal, гостевой комплекс","улица Шухова, 101ж",43.26417,76.984737,4.5,143,31,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
Kolsay Lakes Town,"улица Ултаракова, 1а",42.991568,78.326561,4.5,1046,773,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",турбаза
"Panorama Mountain View, гостевой дом","улица Тау Самалы, 775",43.116731,76.786414,4.8,205,80,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",турбаза
"Arman Dala Resort, гостиница","Верхняя Каскеленская трасса, 32/2Б",43.157759,76.632462,4.9,150,59,,Базы отдыха,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",турбаза
"Ata Park, зона отдыха","Керей-Жанибек хандар улица, 412г",43.189363,77.002875,4.8,346,156,,"Базы отдыха, Бани и сауны, Банкетные залы","{'Fri': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '02:00'}]}}",турбаза
"Qazaq Garden Eco-hotel, гостевой сад","Оспанова улица, 85/78",43.198831,76.960309,5,341,178,,"Базы отдыха, Гостиницы, Кемпинги","{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}}",кемпинг
"Гора Глэмпинг, база отдыха","улица Набережная, 1/1",43.224653,77.10607,4.9,541,391,,"Кемпинги, Бани и сауны, Аренда беседок, Базы отдыха","{'Fri': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}}",кемпинг
"Turgensai, зона отдыха","улица Тургеньское ущелье, 1/1",43.329415,77.620045,4.5,254,68,,"Базы отдыха, Бани и сауны, Аренда беседок, Кемпинги, Рыба и морепродукты","{'Fri': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}}",кемпинг
"Березовая Роща, кемпинг зона",,43.165945,76.991174,4.8,4,4,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
"Тумар, горячие источники","Карадалинский тракт, 50/1",43.643828,80.099291,4.4,208,74,,"Термальные процедуры / источники, Организация активных туров, Базы отдыха, Кемпинги","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
"Чарын, визит-центр","Палуана улица, 1а/1",43.356623,79.054989,4.4,126,55,,"Организация активных туров, Кемпинги, Базы отдыха","{'Fri': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '20:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '20:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '19:00'}]}}",кемпинг
"Казачка, кемпинг зона",,43.125529,76.971802,,1,,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
"180camping, база отдыха","улица Тау Самалы, 1/1",43.113122,76.782333,4.7,126,82,,"Центры йоги, Кемпинги","{'Fri': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '22:00'}]}, 'comment': 'по предварительному звонку'}",кемпинг
"Muztay Camp, зона отдыха","улица Бейсеуова, 529",43.181228,77.094645,4.9,185,72,,"Базы отдыха, Кемпинги","{'Fri': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Sat': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '09:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '20:00'}]}}",кемпинг
"Taipa Tam, база отдыха","129-1 учетный квартал, 2729",43.309736,77.291106,5,42,25,,"Базы отдыха, Бани и сауны, Кемпинги, Аренда беседок","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
"Бутаковка, кемпинг зона",,43.178419,77.093437,5,8,1,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
альплагерь Туюк-Су,,43.11186,77.07436,5,12,3,,Кемпинги,,кемпинг
"Кимасар, кемпинг зона",,43.16089,77.093641,,,,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
"Хижина ""Ущелье поляна Терра""",,43.04558,76.913426,4.9,62,8,,Кемпинги,,кемпинг
"kolsay_tanbalytas_resort, база отдыха","Матаева улица, 1/1",43.035174,78.578305,5,50,34,,"Базы отдыха, Кемпинги, Конные клубы, Организация активных туров","{'Fri': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Mon': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Sat': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Sun': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Thu': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Tue': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}, 'Wed': {'working_hours': [{'from': '08:00', 'to': '21:00'}]}}",кемпинг
"Kaskelen Hills, база отдыха","улица Теремки, 125/2",43.169699,76.626584,5,2,2,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
Кемпинг зона Березовая Роща,,43.166122,76.991162,4.1,7,3,,Кемпинги,,кемпинг
Кемпинг зона Горельник,,43.138511,77.066188,4.9,26,0,,Кемпинги,,кемпинг
Kazachka Family Camp,"улица Казачка ущелье, 30//1",43.127821,76.931659,4.9,14,7,,Кемпинги,,кемпинг
"Африка, база отдыха","улица Северное побережье, 35/1",43.946028,77.315484,4.4,74,56,,"Базы отдыха, Кемпинги, Бани и сауны, Аренда беседок","{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
Тамаша,"ПК Медеу территория, 99",43.16893,76.799649,5,60,40,,"Базы отдыха, Аренда беседок, Кемпинги","{'Fri': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '12:00', 'to': '22:00'}]}}",кемпинг
"Хижина ""Ущелье Проходное""",,43.013025,76.912802,3.5,1,0,Высота 3100 м.,Кемпинги,,кемпинг
"Хижина ""Кумбель""",,43.115967,77.033066,4.1,5,2,,Кемпинги,,кемпинг
"Yeti Tour, база отдыха","улица Тургеньское ущелье, 26а/2",43.240472,77.76384,5,23,15,,"Базы отдыха, Конные клубы, Кемпинги","{'Fri': {'working_hours': [{'from': '09:00', 'to': '12:00'}, {'from': '13:00', 'to': '20:00'}]}, 'Mon': {'working_hours': [{'from': '09:00', 'to': '12:00'}, {'from': '13:00', 'to': '20:00'}]}, 'Thu': {'working_hours': [{'from': '09:00', 'to': '12:00'}, {'from': '13:00', 'to': '20:00'}]}, 'Tue': {'working_hours': [{'from': '09:00', 'to': '12:00'}, {'from': '13:00', 'to': '20:00'}]}, 'Wed': {'working_hours': [{'from': '09:00', 'to': '12:00'}, {'from': '13:00', 'to': '20:00'}]}}",кемпинг
Хижина Ущелье Левый Талгар,,43.040515,77.155962,,,,Высота 2970 м.,Кемпинги,,кемпинг
Хижина Большое Алматинское ущелье,,43.002266,77.018308,4.5,2,1,Высота 3100 м.,Кемпинги,,кемпинг
Кемпинг зона Акбулак,,43.158137,77.03193,4.8,50,9,,Кемпинги,,кемпинг
Логово Совы,"улица Тажиева, 646а",43.134663,76.867024,,1,,,Кемпинги,"{'Fri': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Mon': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sat': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Sun': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Thu': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Tue': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}, 'Wed': {'working_hours': [{'from': '10:00', 'to': '22:00'}]}}",кемпинг
"Хижина ""Букреев""",,43.171251,77.132373,4.2,14,7,,Кемпинги,,кемпинг
"Лунная, кемпинг зона",,43.066645,77.000051,,2,,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
Кемпинг зона Бутаковка,,43.178499,77.09306,5,10,0,,Кемпинги,,кемпинг
"Хижина ""Лунная поляна""",,43.066961,77.001247,4.9,6,1,Высота 2390 м.,Кемпинги,,кемпинг
"Озерное , кемпинг зона",,43.009522,77.005241,,,,,Кемпинги,"{'Fri': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Mon': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sat': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Sun': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Thu': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Tue': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'Wed': {'working_hours': [{'from': '00:00', 'to': '24:00'}]}, 'is_24x7': True}",кемпинг
Кемпинг зона БАО,,43.054028,76.991555,5,26,6,,Кемпинги,,кемпинг
Кемпинг зона Лунная,,43.066794,76.999788,5,1,0,,Кемпинги,,кемпинг
Хижина Солнечная поляна,,43.082861,77.164448,4.5,2,2,Высота 2630 м.,Кемпинги,,кемпинг
Кемпинг зона Мынжылкы,,43.081437,77.078773,4.7,10,1,,Кемпинги,,кемпинг
Хижина Ущелье Средний Талгар,,43.120014,77.285316,,,,Высота 3000 м,Кемпинги,,кемпинг
Хижина река Тургень,,43.172898,77.670693,5,1,1,Высота 2680 м.,Кемпинги,,кемпинг
"Хижина ""Верхний Горельник""",,43.091347,77.049439,4.9,2,1,Высота 3205 м.,Кемпинги,,кемпинг
"Хижина ""Ущелье Кызылсай""",,43.016702,77.060502,5,2,0,Высота 3560 м.,Кемпинги,,кемпинг
,,43.16293,76.63491,5,1,1,,Кемпинги,,кемпинг
Хижина Конечная морена ледника «Туюк-Су»,,43.061173,77.082513,5,2,2,Высота 3400 м.,Кемпинги,,кемпинг
